No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
175,"Mantap, mudah di pahami",4,0,0,0,0,1,0,0,0,1,"Mantap, mudah di pahami",[],0
176,hanya saja pada bagian hotspot kurang detail lagi fitur2nya,2,1,0,0,0,0,0,0,0,0,hanya saja pada bagian hotspot kurang detail lagi fitur2nya,[],0
177,"System belajar mudah dipahami, akhirnya bisa paham apa itu IP adress dan IP brodcast karna sering melihat angka itu di komputer",4,0,1,0,0,1,0,0,1,1,"System belajar mudah dipahami, akhirnya bisa paham apa itu IP adress dan IP brodcast karna sering melihat angka itu di komputer",[],0
178,Saya jadi mengerti arti bahasa/istilah2 dalam networking yang sebelumnya sudah sering melihat tapi belum tau maksud atau kegunaan nya,4,0,1,0,0,1,0,0,0,1,Saya jadi mengerti arti bahasa/istilah2 dalam networking yang sebelumnya sudah sering melihat tapi belum tau maksud atau kegunaan nya,[],0
179,"akhirnya saya mengerti, penjelasannya sangat lengkap dan mudah dimengerti 😉",4,0,1,0,0,1,0,0,1,1,"akhirnya saya mengerti, penjelasannya sangat lengkap dan mudah dimengerti",['😉'],1
180,Silabus nya sudah mirip dengan kursus mikrotik yg mahal / kursus resmi mikrotik certified 👍,4,0,0,0,0,1,0,1,1,1,Silabus nya sudah mirip dengan kursus mikrotik yg mahal / kursus resmi mikrotik certified,['👍'],1
181,doakan mudahan saya bisa tembus sertifikat internasional nya,4,0,1,0,0,0,0,0,0,2,doakan mudahan saya bisa tembus sertifikat internasional nya,[],0
182,"simple, penjelasan dengan konsep yang sangat detail & mudah untuk dipahami",4,0,0,0,0,1,0,0,1,1,"simple, penjelasan dengan konsep yang sangat detail & mudah untuk dipahami",[],0
183,terima kasih,4,0,0,0,0,1,0,0,0,1,terima kasih,[],0
184,Kursus ini memberikan banyak sekali pelatihan dan informasi yang membantu saya untuk bisa lebih mengembangkan diri saya untuk mendalami Network dan yang lainnya,4,0,1,0,0,1,0,0,1,1,Kursus ini memberikan banyak sekali pelatihan dan informasi yang membantu saya untuk bisa lebih mengembangkan diri saya untuk mendalami Network dan yang lainnya,[],0
185,Excellent!! I hope there will be mikrotik course for advance in the future  🙏,4,0,0,0,0,1,0,0,1,1,Excellent!! I hope there will be mikrotik course for advance in the future,['🙏'],1
186,"Materi dan penjelasannya mudah dipahami dan sangat mudah untuk dipraktekkan, mudah2n ilmu yg saya dapatkan bermanfaat dan barokah",4,0,0,0,0,1,0,0,1,1,"Materi dan penjelasannya mudah dipahami dan sangat mudah untuk dipraktekkan, mudah2n ilmu yg saya dapatkan bermanfaat dan barokah",[],0
187,Penjelasan yang mudah dipahami apalagi saya awam dibidang IT,4,0,0,0,0,1,0,0,1,1,Penjelasan yang mudah dipahami apalagi saya awam dibidang IT,[],0
188,"sangat bagus, dan saya sangat merasa terbantu dengan adanya platfom seperti ini, diluar saya kursus sangat mahal, trimakasih banyak",4,0,1,0,0,1,0,0,0,1,"sangat bagus, dan saya sangat merasa terbantu dengan adanya platfom seperti ini, diluar saya kursus sangat mahal, trimakasih banyak",[],0
189,penjelasannya bagus,4,0,0,0,0,1,0,0,1,1,penjelasannya bagus,[],0
190,berharap ada kelas lanjutan lagi biar bisa belajar lagi,4,0,1,0,0,0,0,0,0,2,berharap ada kelas lanjutan lagi biar bisa belajar lagi,[],0
191,yes sangat membantu dalam hal dasar jaringan,4,0,0,0,0,1,0,0,1,1,yes sangat membantu dalam hal dasar jaringan,[],0
192,Tutor sangat detail dalam menjelaskan,4,0,0,0,0,1,0,0,1,1,Tutor sangat detail dalam menjelaskan,[],0
193,Semoga ilmu yg diajarkan bermanfaat bagi semua murid murid,4,0,1,0,0,1,0,0,1,1,Semoga ilmu yg diajarkan bermanfaat bagi semua murid murid,[],0
194,kalau bisa dibuatkan grup untuk silaturahmi dan bertanya untuk semua alumni agar membangun jaringan bidang IT network,3,0,1,0,0,0,0,0,0,2,kalau bisa dibuatkan grup untuk silaturahmi dan bertanya untuk semua alumni agar membangun jaringan bidang IT network,[],0
195,Sangat bermanfaat dan aplikatif,4,0,0,0,0,1,0,0,1,1,Sangat bermanfaat dan aplikatif,[],0
196,Terima kasih atas ilmu yang diberikan,4,0,0,0,0,1,0,0,1,2,Terima kasih atas ilmu yang diberikan,[],0
197,"Terima kasih banyak, ilmu yang sangat bermanfaat, semoga diberkahi",4,0,1,0,0,1,0,0,1,1,"Terima kasih banyak, ilmu yang sangat bermanfaat, semoga diberkahi",[],0
198,Penjelasan lugas dan mudah dipahami bagi pemula network enginer,4,0,0,0,0,1,0,0,1,1,Penjelasan lugas dan mudah dipahami bagi pemula network enginer,[],0
199,"Sangat mudah penjelasan yang dipaparkan dalam video ini, Materi mudah di mengerti",4,0,0,0,0,1,0,0,1,1,"Sangat mudah penjelasan yang dipaparkan dalam video ini, Materi mudah di mengerti",[],0
200,"Mantap, I like this courses",4,0,0,0,0,1,0,0,0,1,"Mantap, I like this courses",[],0
201,"Terima kasih banyak, pembelajaran yang baik dan mudah dipahami",4,0,0,0,0,1,0,0,1,1,"Terima kasih banyak, pembelajaran yang baik dan mudah dipahami",[],0
202,"coursenya sangat bagus, penjelasan materinya juga mudah dimengerti",4,0,0,0,0,1,0,0,1,1,"coursenya sangat bagus, penjelasan materinya juga mudah dimengerti",[],0
203,terima kasih ilmunya,4,0,0,0,0,1,0,0,1,2,terima kasih ilmunya,[],0
204,penjelasan detail dan sangat mudah dimengerti,4,0,0,0,0,1,0,0,1,1,penjelasan detail dan sangat mudah dimengerti,[],0
205,Bagus perjelasan detail mudah di mengerti,4,0,0,0,0,1,0,0,1,1,Bagus perjelasan detail mudah di mengerti,[],0
206,bagus dan penjelasan sangat jelas dan membantu memahami yang belum di pahami,4,0,0,0,0,1,0,0,1,1,bagus dan penjelasan sangat jelas dan membantu memahami yang belum di pahami,[],0
207,terima kasih! sangat menyenangkan sekali bisa mengikuti kursus mikrotik disini,4,0,0,0,0,1,0,0,1,1,terima kasih! sangat menyenangkan sekali bisa mengikuti kursus mikrotik disini,[],0
208,penyampaian materi yang to the point membuat lebih paham isi materi tersebut ☺,4,0,0,0,0,1,0,1,0,1,penyampaian materi yang to the point membuat lebih paham isi materi tersebut,['☺'],1
209,untuk penulisan materinya kurang rapi jadi agak bingung untuk memahinya,4,0,0,0,0,0,1,0,0,0,untuk penulisan materinya kurang rapi jadi agak bingung untuk memahinya,[],0
210,untuk penyampaian materi sudah cukup dan mudah dimengerti,4,0,0,0,0,1,0,0,1,1,untuk penyampaian materi sudah cukup dan mudah dimengerti,[],0
211,"Terima kasih, materinya sangat mudah dipahami dan sangat berguna dalam pekerjaan",4,0,0,0,0,1,0,0,1,1,"Terima kasih, materinya sangat mudah dipahami dan sangat berguna dalam pekerjaan",[],0
212,Penjelasan dan materi yang disajikan terarah dan jelas,4,0,0,0,0,1,0,0,1,2,Penjelasan dan materi yang disajikan terarah dan jelas,[],0
213,Mantab,4,0,0,0,0,1,0,0,0,1,Mantab,[],0
214,Bagus dan saya ingin mengikuti sertifikasi nya,4,0,1,0,0,1,0,0,1,2,Bagus dan saya ingin mengikuti sertifikasi nya,[],0
215,"Terimaksaih semuaya, wabil khusus Udemy dan Guru Tutor sangat baik sekali, Best of is the best pokoknya kursus di Udemy dengan Pemateri yang Profesional dan Kompeten",4,0,1,0,0,1,0,0,1,1,"Terimaksaih semuaya, wabil khusus Udemy dan Guru Tutor sangat baik sekali, Best of is the best pokoknya kursus di Udemy dengan Pemateri yang Profesional dan Kompeten",[],0
216,Cara penyampaian materinya sangat mudah di mengerti dan sejauh ini saya sudah memahami sebagian besar materi yg di sampaikan,4,0,0,0,0,1,0,0,1,1,Cara penyampaian materinya sangat mudah di mengerti dan sejauh ini saya sudah memahami sebagian besar materi yg di sampaikan,[],0
217,Saya sangat tertarik bagaimana cara mengajarkan menghitung ip&subnetmask,4,0,1,0,0,0,0,0,1,1,Saya sangat tertarik bagaimana cara mengajarkan menghitung ip&subnetmask,[],0
218,ketika saya duduk di bangku sekolah jurusan tehnik komputer dan jaringan saya selalu kesusahan untuk mencernah bagaimana cara menghitung subnetmask ternyata ada cara yang menurut saya sangat mudah dimengerti benar benar luar biasa,4,0,0,0,0,1,0,0,1,1,ketika saya duduk di bangku sekolah jurusan tehnik komputer dan jaringan saya selalu kesusahan untuk mencernah bagaimana cara menghitung subnetmask ternyata ada cara yang menurut saya sangat mudah dimengerti benar benar luar biasa,[],0
219,Kursus ini sangat membantu saya dalam mendalami mikrotik,4,0,0,0,0,1,0,0,1,1,Kursus ini sangat membantu saya dalam mendalami mikrotik,[],0
220,penjelasan sangat detail dan mudah dimengerti,4,0,0,0,0,1,0,0,1,1,penjelasan sangat detail dan mudah dimengerti,[],0
221,pokokknya joossss banget hehe,4,0,0,0,0,1,0,1,0,1,pokokknya joossss banget hehe,[],0
222,Excelent Explaination from the instructure,4,0,0,0,0,1,0,0,1,1,Excelent Explaination from the instructure,[],0
223,"i hope, after this course, i can do implementation about what i learn",4,0,1,0,0,0,0,0,1,1,"i hope, after this course, i can do implementation about what i learn",[],0
224,Penjelasan cukup details dan mudah dimengerti,4,0,0,0,0,1,0,0,1,1,Penjelasan cukup details dan mudah dimengerti,[],0
225,Terima kasih,4,0,0,0,0,1,0,0,0,2,Terima kasih,[],0
226,Penjelasanya singkat namun sangan jelas sekali,4,0,0,0,0,1,0,0,1,1,Penjelasanya singkat namun sangan jelas sekali,[],0
227,Mantap pak,4,0,0,0,0,1,0,0,0,1,Mantap pak,[],0
228,saya jadi banyak tau tentang mikrotik 🙂,4,0,0,0,0,1,0,1,1,1,saya jadi banyak tau tentang mikrotik,['🙂'],1
229,"Simple, To The Point, Best! 👍",4,0,0,0,0,1,0,0,0,1,"Simple, To The Point, Best!",['👍'],1
230,cocok untuk yang masih pemula di mikrotik 🙂,4,0,1,0,0,1,0,0,1,1,cocok untuk yang masih pemula di mikrotik,['🙂'],1
231,Pemateri sangat berhati-hati dalam memberikan penjelasan 🙏,4,0,0,0,0,1,0,0,1,1,Pemateri sangat berhati-hati dalam memberikan penjelasan,['🙏'],1
232,"Materinya lengkap, padat, dan mudah dipahami 😄",4,0,0,0,0,1,0,0,1,1,"Materinya lengkap, padat, dan mudah dipahami",['😄'],1
233,Alhamdulillah terima kasih banyak ilmunya 🤲,4,0,1,0,0,1,0,0,1,1,Alhamdulillah terima kasih banyak ilmunya,['🤲'],1
234,Materi ini lebih bagus dibandingkan yang banyak diajarkan di Youtube 👏,4,0,0,0,0,1,0,0,1,1,Materi ini lebih bagus dibandingkan yang banyak diajarkan di Youtube,['👏'],1
235,Sangat baik penjelasannya 🙂,4,0,0,0,0,1,0,0,1,1,Sangat baik penjelasannya,['🙂'],1
236,Dan semoga makin banyak materi yang dibuat 🙏,4,0,1,0,0,0,0,0,1,2,Dan semoga makin banyak materi yang dibuat,['🙏'],1
237,Ilmu dasarnya sudah dimengerti dan Sebagian sudah saya praktekan ke mikrotik 👍,4,0,0,0,0,1,0,0,1,2,Ilmu dasarnya sudah dimengerti dan Sebagian sudah saya praktekan ke mikrotik,['👍'],1
238,Penjelasan cukup baik saya bisa mengikutinya dengan mudah 😌,4,0,0,0,0,1,0,0,1,1,Penjelasan cukup baik saya bisa mengikutinya dengan mudah,['😌'],1
239,"Great,Menerangkan dengan jelas 😃",4,0,0,0,0,1,0,0,0,1,"Great,Menerangkan dengan jelas",['😃'],1
240,ilmunya sangat berguna dan mudah untuk dipahami dalam belajar di mikrotik,4,0,0,0,0,1,0,0,1,1,ilmunya sangat berguna dan mudah untuk dipahami dalam belajar di mikrotik,[],0
241,mudah dipelajari dan materi yang disampaikan sangat solutif 🙂,4,0,0,0,0,1,0,0,1,1,mudah dipelajari dan materi yang disampaikan sangat solutif,['🙂'],1
242,ilmu yang bermanfaat 👍,4,0,0,0,0,1,0,0,0,1,ilmu yang bermanfaat,['👍'],1
243,Setelah sampai disini lebih banyak mengenal kelebihan-kelebihan di mikrotik 😊,4,0,1,0,0,1,0,0,1,1,Setelah sampai disini lebih banyak mengenal kelebihan-kelebihan di mikrotik,['😊'],1
244,sangat bermanfaat 🙌,4,0,0,0,0,1,0,0,0,1,sangat bermanfaat,['🙌'],1
245,mantull poll semoga semakin ahli 😄,4,0,1,0,0,1,0,0,1,1,mantull poll semoga semakin ahli,['😄'],1
246,"Alhamdulillah saya mendapatkan ilmu baru tentang Mikrotik, terima kasih instructor 🤲",4,0,1,0,0,1,0,0,1,1,"Alhamdulillah saya mendapatkan ilmu baru tentang Mikrotik, terima kasih instructor",['🤲'],1
247,"penjabaran yang sangat luar biasa ,jelas ,padat berisi",4,0,0,0,0,1,0,0,1,1,"penjabaran yang sangat luar biasa ,jelas ,padat berisi",[],0
248,Penjelasan mudah dipahami dan tutor sangat jelas dalam menyampaikan materi,4,0,0,0,0,1,0,0,1,1,Penjelasan mudah dipahami dan tutor sangat jelas dalam menyampaikan materi,[],0
249,materinya mudah dimengerti,4,0,0,0,0,1,0,0,1,1,materinya mudah dimengerti,[],0
250,bagus sekali menambah pengetahuan,4,0,1,0,0,1,0,0,1,1,bagus sekali menambah pengetahuan,[],0
251,materinya singkat padat jelas recomended buat beginner,4,0,0,0,0,1,0,0,1,1,materinya singkat padat jelas recomended buat beginner,[],0
252,Penjelasannya sangat baik dan mudah dimengerti,4,0,0,0,0,1,0,0,1,1,Penjelasannya sangat baik dan mudah dimengerti,[],0
253,"nice, recommended course",4,0,0,0,0,1,0,1,0,1,"nice, recommended course",[],0
254,mentor cukup jelas dalam menjelaskan materi,4,0,0,0,0,1,0,0,1,1,mentor cukup jelas dalam menjelaskan materi,[],0
255,mantap penjelasanya,4,0,0,0,0,1,0,0,0,1,mantap penjelasanya,[],0
256,penjelasan tidak hanya praktek tetapi teori/konsep jaringanya sangat jelas dan detail,4,0,0,0,0,1,0,0,1,1,penjelasan tidak hanya praktek tetapi teori/konsep jaringanya sangat jelas dan detail,[],0
257,tidak rugi beli course Mikrotik ini 👍,4,0,1,0,0,1,0,0,1,1,tidak rugi beli course Mikrotik ini,['👍'],1
258,Menerangkannya dengan perlahan dan mudah dimengerti 🙂,4,0,0,0,0,1,0,0,1,1,Menerangkannya dengan perlahan dan mudah dimengerti,['🙂'],1
259,jadi lebih mengerti tentang routing 😃,4,0,1,0,0,1,0,0,1,1,jadi lebih mengerti tentang routing,['😃'],1
260,Sangat mudah dipahami! 😄👌,4,0,0,0,0,1,0,0,1,1,Sangat mudah dipahami!,"['😄', '👌']",2
261,sip2 mantab mazzee 😎👍,4,0,0,0,0,1,0,0,0,1,sip2 mantab mazzee,"['😎', '👍']",2
262,Sangat mudah dipahami,4,0,0,0,0,1,0,0,1,1,Sangat mudah dipahami,[],0
263,Detail pembahasannya dan terstruktur,4,0,0,0,0,1,0,0,1,1,Detail pembahasannya dan terstruktur,[],0
264,penjelasannya mantap kak,4,0,0,0,0,1,0,0,0,1,penjelasannya mantap kak,[],0
265,Terimakasih ilmunya mas rosid,4,0,0,0,0,1,0,0,1,1,Terimakasih ilmunya mas rosid,[],0
266,"YES, SO FAR EASY TO UNDERSTAND",4,0,0,0,0,1,0,1,0,1,"YES, SO FAR EASY TO UNDERSTAND",[],0
267,Mantap banget materinya,4,0,0,0,0,1,0,0,0,1,Mantap banget materinya,[],0
268,materi dan pembawan dapat diterima dengan mudah,4,0,0,0,0,1,0,0,1,1,materi dan pembawan dapat diterima dengan mudah,[],0
269,detail dan bermanfaat,4,0,0,0,0,1,0,0,1,1,detail dan bermanfaat,[],0
270,penjelasan course sangat detail dan mudah di pahami,4,0,0,0,0,1,0,0,1,1,penjelasan course sangat detail dan mudah di pahami,[],0
271,"Recomended , Penjelasanya cukup jelas dan mudah di mengerti",4,0,0,0,0,1,0,0,1,1,"Recomended , Penjelasanya cukup jelas dan mudah di mengerti",[],0
272,"Sangat lengkap, detail dan mudah dipahami",4,0,0,0,0,1,0,0,1,1,"Sangat lengkap, detail dan mudah dipahami",[],0
273,jelas dan sangat mudah dipahami,4,0,0,0,0,1,0,0,1,1,jelas dan sangat mudah dipahami,[],0
274,Mudah dan Cepat,4,0,0,0,0,1,0,0,1,1,Mudah dan Cepat,[],0
275,"Penjelasannya sangat baik, mudah dipahami",4,0,0,0,0,1,0,0,1,1,"Penjelasannya sangat baik, mudah dipahami",[],0
276,Clear guidance and practical on simulation like on real site 👍,4,0,0,0,0,1,0,0,0,1,Clear guidance and practical on simulation like on real site,['👍'],1
277,pas banget untuk pekerjaan saya 😎,4,0,1,0,0,1,0,0,1,1,pas banget untuk pekerjaan saya,['😎'],1
278,"Kursusnya menarik, dan mudah dipahami",4,0,0,0,0,1,0,0,1,1,"Kursusnya menarik, dan mudah dipahami",[],0
279,Terima kasih untuk author yang sudah membagi ilmu nya yang sangat bermanfaat ini,4,0,1,0,0,1,0,0,1,1,Terima kasih untuk author yang sudah membagi ilmu nya yang sangat bermanfaat ini,[],0
280,"Semoga selalu sukses untuk kedepannya, Aamiin",4,0,1,0,0,0,0,0,1,1,"Semoga selalu sukses untuk kedepannya, Aamiin",[],0
281,saya masih terus mengulang setiap vidio sampai saya paham walau sedikit demi sedikit 😪,4,0,1,1,0,0,1,0,0,0,saya masih terus mengulang setiap vidio sampai saya paham walau sedikit demi sedikit,['😪'],1
282,Menambah pengetahuan dan wawasan,4,0,1,0,0,1,0,0,1,1,Menambah pengetahuan dan wawasan,[],0
283,Luar biasa penjelasannya bagus sekali,4,0,0,0,0,1,0,1,0,1,Luar biasa penjelasannya bagus sekali,[],0
284,Kursus yang sangat mambantu saya dalam belajar tentang basic mikrotik,4,0,0,0,0,1,0,0,1,1,Kursus yang sangat mambantu saya dalam belajar tentang basic mikrotik,[],0
285,"Keren bangetz, sangat cocok untuk bahan ajar utk anak SMK TKJ & S1 TKJ",4,0,1,0,0,1,0,0,1,1,"Keren bangetz, sangat cocok untuk bahan ajar utk anak SMK TKJ & S1 TKJ",[],0
286,"materinya keren, pematerinya jg menjelaskannya dengan baik",4,0,0,0,0,1,0,0,1,1,"materinya keren, pematerinya jg menjelaskannya dengan baik",[],0
287,Luar biasa!!!,4,0,0,0,0,1,0,1,0,1,Luar biasa!!!,[],0
288,semua materi bisa di pahami dengan jelas,4,0,0,0,0,1,0,0,1,1,semua materi bisa di pahami dengan jelas,[],0
289,Tutornya menjelaskan sangat detail,4,0,0,0,0,1,0,0,1,1,Tutornya menjelaskan sangat detail,[],0
290,Bagus !,4,0,0,0,0,1,0,0,0,1,Bagus !,[],0
291,penjelasan yg simple,4,0,0,0,0,1,0,0,0,1,penjelasan yg simple,[],0
292,Saya menjadi lebih paham MikroTik 🙆,4,0,0,0,0,1,0,1,1,1,Saya menjadi lebih paham MikroTik,['🙆'],1
293,Luar biasa,4,0,0,0,0,1,0,1,0,1,Luar biasa,[],0
294,penjelasannya cukup baik,4,0,0,0,0,1,0,0,1,1,penjelasannya cukup baik,[],0
295,sangat menarik dan menambah pengetahuan mohon ada pdfnya,4,0,1,0,0,1,0,0,1,1,sangat menarik dan menambah pengetahuan mohon ada pdfnya,[],0
296,pengetahuan ip addreses dan subnetting,4,0,0,0,0,1,0,0,1,2,pengetahuan ip addreses dan subnetting,[],0
297,"sangat jelas, penjabarannya",4,0,0,0,0,1,0,0,1,1,"sangat jelas, penjabarannya",[],0
298,"setelah mengikuti kursus ini, banyak hal-hal yang baru saya ketahui",4,0,1,0,0,1,0,0,1,1,"setelah mengikuti kursus ini, banyak hal-hal yang baru saya ketahui",[],0
299,Sangat Baik dan mudah dipahami,4,0,0,0,0,1,0,0,1,1,Sangat Baik dan mudah dipahami,[],0
300,Sangat bagus penjelasan materinya,4,0,0,0,0,1,0,0,1,1,Sangat bagus penjelasan materinya,[],0
301,pembelajaran yg keren,4,0,0,0,0,1,0,1,0,1,pembelajaran yg keren,[],0
302,mudah dipahami,4,0,0,0,0,1,0,0,1,1,mudah dipahami,[],0
303,Bagus sungguh,4,0,0,0,0,1,0,0,0,1,Bagus sungguh,[],0
304,mudah dipahami,4,0,0,0,0,1,0,0,1,1,mudah dipahami,[],0
305,Materi Mudah dipahami,4,0,0,0,0,1,0,0,1,1,Materi Mudah dipahami,[],0
306,materi lengkap dan mudah dimengerti,4,0,0,0,0,1,0,0,1,1,materi lengkap dan mudah dimengerti,[],0
307,mudah dipahami,4,0,0,0,0,1,0,0,1,1,mudah dipahami,[],0
308,"ok good training,",4,0,0,0,0,1,0,0,1,1,"ok good training,",[],0
309,Thanks You,4,0,0,0,0,1,0,0,1,2,Thanks You,[],0
310,Sangat menarik penyampaiannya,4,0,0,0,0,1,0,1,1,1,Sangat menarik penyampaiannya,[],0
311,Mantap bang,4,0,0,0,0,1,0,0,0,1,Mantap bang,[],0
312,sangat bermanfaat sekali,4,0,0,0,0,1,0,0,1,1,sangat bermanfaat sekali,[],0
313,terima kasih,4,0,0,0,0,1,0,0,1,2,terima kasih,[],0
314,Bagus sekali,4,0,0,0,0,1,0,0,1,1,Bagus sekali,[],0
315,mudah dipahami,4,0,0,0,0,1,0,0,1,1,mudah dipahami,[],0
316,That's Great,4,0,0,0,0,1,0,1,0,1,That's Great,[],0
317,mantap,4,0,0,0,0,1,0,0,0,1,mantap,[],0
318,mengerti,4,0,0,0,0,1,0,0,0,1,mengerti,[],0
319,Materinya mantap,4,0,0,0,0,1,0,0,0,1,Materinya mantap,[],0
320,materi masih bisa saya ikuti dengan baik sampai saat ini,4,0,1,0,0,1,0,0,1,1,materi masih bisa saya ikuti dengan baik sampai saat ini,[],0
321,"Mudah di mengerti, terima kasih, saya pemula dengan mikrotik, dengan ikuti course ini saya sudah bisa menggunakan mikrotik skala rumahan",4,0,1,0,0,1,0,0,1,1,"Mudah di mengerti, terima kasih, saya pemula dengan mikrotik, dengan ikuti course ini saya sudah bisa menggunakan mikrotik skala rumahan",[],0
322,penjelasan sangat dimengerti dan membantu sekali bagi saya yg masih belajar,4,0,0,0,0,1,0,0,1,1,penjelasan sangat dimengerti dan membantu sekali bagi saya yg masih belajar,[],0
323,lanjutkan mas 🙆,4,0,0,0,0,1,0,0,1,1,lanjutkan mas,['🙆'],1
324,great and details step by step,4,0,0,0,0,1,0,1,1,1,great and details step by step,[],0
325,"Wow amazing, This course provides new knowledge for me and is very useful",4,0,0,0,0,1,0,1,1,1,"Wow amazing, This course provides new knowledge for me and is very useful",[],0
326,"sangat membantu sekali pengetahua dasar tentang penentuan ip ini, bagi saya",4,0,0,0,0,1,0,0,1,1,"sangat membantu sekali pengetahua dasar tentang penentuan ip ini, bagi saya",[],0
327,mantap,4,0,0,0,0,1,0,0,0,1,mantap,[],0
328,KEREN,4,0,0,0,0,1,0,0,0,1,KEREN,[],0
329,good,4,0,0,0,0,1,0,0,0,1,good,[],0
330,good,4,0,0,0,0,1,0,0,0,1,good,[],0
331,Mudah dipahami untuk saya yang seorang pemula,4,0,0,0,0,1,0,0,1,1,Mudah dipahami untuk saya yang seorang pemula,[],0
